Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Analysis_Number	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive_Prey_Taxon	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	1	Study_Type	Notes	Entered_By	Source
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1978	9	1978	NA	1	Animalia	Chordata	Teleostei	Osmeriformes	Osmeroidei	Osmeridae	Mallotus		yes				NA	Capelin	0.222	Occurrence	36		3	emetic; nest debris	chicks; Table V-9	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1978	9	1978	NA	1	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Ammodytidae		Ammodytes hexapterus	yes				NA	Pacific sand lance	0.333	Occurrence	36		3	emetic; nest debris	chicks; Table V-9	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1978	9	1978	NA	1	Animalia	Chordata	Teleostei	Gadiformes		Gadidae		Gadus morhua	yes				NA	Cod	0.028	Occurrence	36		3	emetic; nest debris	chicks; Table V-9	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1978	9	1978	NA	1	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Trichodontidae		Trichodon trichodon	yes				NA	Pacific Sandfish	0.083	Occurrence	36		3	emetic; nest debris	chicks; Table V-9	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1978	9	1978	NA	1	Animalia	Chordata							no				NA	Other fish	0.083	Occurrence	36		3	emetic; nest debris	chicks; Table V-9	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1978	9	1978	NA	1	Animalia						Acmaea		yes				NA	Limpet	0.222	Occurrence	36		3	emetic; nest debris	chicks; Table V-9	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Koniuji	marine	NA	1976	NA	1976	NA	1	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Ammodytidae		Ammodytes hexapterus	yes				NA	Sand lance	0.125	Occurrence	16		3	emetic; nest debris	chicks; Table V-9	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Koniuji	marine	NA	1976	NA	1976	NA	1	Animalia	Chordata							no				NA	Other fish	0.568	Occurrence	16		3	emetic; nest debris	chicks; Table V-9	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Koniuji	marine	NA	1976	NA	1976	NA	1	Animalia	Arthropoda	Malacostraca	Decapoda					no				NA	Crab	0.125	Occurrence	16		3	emetic; nest debris	chicks; Table V-9	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Koniuji	marine	NA	1976	NA	1976	NA	1	Animalia						Acmaea		yes				NA	Limpet	0.125	Occurrence	16		3	emetic; nest debris	chicks; Table V-9	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1977	9	1977	NA	2	Animalia	Chordata	Teleostei	Osmeriformes	Osmeroidei	Osmeridae	Mallotus		yes				NA	Capelin	0.638	Items	267		3	emetic; nest debris	chicks; Table V-10	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1977	9	1977	NA	2	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Ammodytidae		Ammodytes hexapterus	yes				NA	Pacific sand lance	0.228	Items	267		3	emetic; nest debris	chicks; Table V-10	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1977	9	1977	NA	2	Animalia	Chordata	Teleostei	Gadiformes		Gadidae		Gadus morhua	yes				NA	Cod	0.007	Items	267		3	emetic; nest debris	chicks; Table V-10	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1977	9	1977	NA	2	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Trichodontidae		Trichodon trichodon	yes				NA	Pacific Sandfish	0.004	Items	267		3	emetic; nest debris	chicks; Table V-10	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1977	9	1977	NA	2	Animalia	Chordata							no				NA	Other fish	0.04	Items	267		3	emetic; nest debris	chicks; Table V-10	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1977	9	1977	NA	2	Animalia	Echinodermata	Asteroidea	Forcipulatida		Asteriidae	Evasterias	Evasterias troscheli	yes				NA	Invertebrates	0.076	Items	267		3	emetic; nest debris	chicks; Table V-10	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1978	9	1978	NA	2	Animalia	Chordata	Teleostei	Osmeriformes	Osmeroidei	Osmeridae	Mallotus		yes				NA	Capelin	0.197	Items	91		3	emetic; nest debris	chicks; Table V-10	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1978	9	1978	NA	2	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Ammodytidae		Ammodytes hexapterus	yes				NA	Sand lance	0.56	Items	91		3	emetic; nest debris	chicks; Table V-10	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1978	9	1978	NA	2	Animalia	Chordata	Teleostei	Gadiformes		Gadidae		Gadus morhua	yes				NA	Cod	0.011	Items	91		3	emetic; nest debris	chicks; Table V-10	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1978	9	1978	NA	2	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Trichodontidae		Trichodon trichodon	yes				NA	Pacific Sandfish	0.143	Items	91		3	emetic; nest debris	chicks; Table V-10	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1978	9	1978	NA	2	Animalia	Chordata							no				NA	Other fish	0.033	Items	91		3	emetic; nest debris	chicks; Table V-10	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	NA	1978	9	1978	NA	2	Animalia	Echinodermata	Asteroidea	Forcipulatida		Asteriidae	Evasterias	Evasterias troscheli	yes				NA	Invertebrates	0.077	Items	91		3	emetic; nest debris	chicks; Table V-10	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1977	9	1977	NA	1	Animalia	Chordata						Mallotus villosus	yes				NA	Capelin	0.558	Occurrence	138		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1977	9	1977	NA	1	Animalia	Chordata						Ammodytes hexapterus	yes				NA	Pacific sand lance	0.478	Occurrence	138		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1977	9	1977	NA	1	Animalia	Chordata						Trichodon trichodon	yes				NA	Pacific sandfish	0.029	Occurrence	138		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1977	9	1977	NA	1	Animalia	Chordata						Gadus chalcogrammus	yes				NA	Walleye pollock	0.08	Occurrence	138		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1977	9	1977	NA	1	Animalia	Chordata							no				NA	Unidentified fish	0.087	Occurrence	138		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1977	9	1977	NA	1	Animalia	Chordata				Salmonidae			yes			egg	NA	Salmonid egga and parta	0.029	Occurrence	138		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1977	9	1977	NA	1	Animalia	Arthropoda					Pandalopsis		yes				NA	Shrimp	0.087	Occurrence	138		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1977	9	1977	NA	1	Animalia	Arthropoda	Malacostraca	Isopoda	Oniscidea	Ligiidae	Ligia		yes				NA	Isopod	0.007	Occurrence	138		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1977	9	1977	NA	1	Animalia	Arthropoda	Insecta	Diptera					yes				NA		0.014	Occurrence	138		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1978	9	1978	NA	1	Animalia	Chordata						Mallotus villosus	yes				NA	Capelin	0.061	Occurrence	33		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1978	9	1978	NA	1	Animalia	Chordata						Ammodytes hexapterus	yes				NA	Pacific sand lance	0.636	Occurrence	33		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1978	9	1978	NA	1	Animalia	Chordata						Trichodon trichodon	yes				NA	Pacific sandfish	0.091	Occurrence	33		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1978	9	1978	NA	1	Animalia	Chordata							no				NA	Unidentified fish	0.273	Occurrence	33		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait	marine; grassland; rock	8	1978	9	1978	NA	1	Animalia	Mollusca	Polyplacophora	Chitonida	Ischnochitonina	Mopaliidae		Katharina tunicata					NA	Chiton	0.03	Occurrence	33		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Chisik Island	NA	8	1978	8	1978	NA	1	Animalia	Chordata						Mallotus villosus	yes				NA	Capelin	0.143	Occurrence	33		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Chisik Island	NA	8	1978	8	1978	NA	1	Animalia	Chordata						Ammodytes hexapterus	yes				NA	Pacific sand lance	0.714	Occurrence	33		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Chisik Island	NA	8	1978	8	1978	NA	1	Animalia	Chordata						Gadus chalcogrammus	yes				NA	Walleye pollock	0.071	Occurrence	14		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Chisik Island	NA	8	1978	8	1978	NA	1	Animalia	Chordata							no				NA	Unidentified fish	0.214	Occurrence	14		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Chisik Island	NA	8	1978	8	1978	NA	1	Animalia	Arthropoda						Thysanoessa inermis	yes				NA		0.071	Occurrence	14		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Chisik Island	NA	8	1978	8	1978	NA	1	Animalia	Arthropoda							no				NA	Unidentified Crustacea	0.071	Occurrence	14		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Middleton Island	grassland; rock	8	1978	8	1978	NA	1	Animalia	Chordata						Ammodytes hexapterus	yes				NA	Pacific sand lance	0.175	Occurrence	14		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Middleton Island	grassland; rock	8	1978	8	1978	NA	1	Animalia	Chordata						Trichodon trichodon	yes				NA	Pacific sandfish	0.025	Occurrence	40		4	emetic	chicks; Table VI 1-13	CW	"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 324-329"
