Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Analysis_Number	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive_Prey_Taxon	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	1	Study_Type	Notes	Entered_By	Source
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA	1	Animalia	Chordata							no			egg	NA	Fish Eggs	0.063	Occurrence	79		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA	1	Animalia						Acmaea		yes				NA	Limpet	0.265	Occurrence	79		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA	1	Plantae								yes				NA	Plants	0.025	Occurrence	79		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA	2	Animalia	Chordata	Teleostei	Osmeriformes	Osmeroidei	Osmeridae	Mallotus		yes				NA		0.222	Occurrence	36		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA	2	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Ammodytidae		Ammodytes hexapterus	yes				NA	Sand lance	0.333	Occurrence	36		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA	2	Animalia	Chordata	Teleostei	Gadiformes		Gadidae		Gadus morhua	yes				NA	Cod	0.028	Occurrence	36		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA	2	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Trichodontidae		Trichodon trichodon	yes				NA	Pacific Sandfish	0.083	Occurrence	36		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA	2	Animalia	Chordata							no				NA	Other fish	0.083	Occurrence	36		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA	2	Animalia						Acmaea		yes				NA	Limpet	0.222	Occurrence	36		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Koniuji		NA	1976	NA	1976	NA	1	Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Ammodytidae		Ammodytes hexapterus	yes				NA	Sand lance	0.125	Occurrence	16		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Koniuji		NA	1976	NA	1976	NA	1	Animalia	Chordata							no				NA	Other fish	0.568	Occurrence	16		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Koniuji		NA	1976	NA	1976	NA	1	Animalia	Arthropoda	Malacostraca	Decapoda					no				NA	Crab	0.125	Occurrence	16		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Koniuji		NA	1976	NA	1976	NA	1	Animalia						Acmaea		yes				NA	Limpet	0.125	Occurrence	16		3	emetic	chicks; Table V-9		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA		Animalia	Chordata	Teleostei	Osmeriformes	Osmeroidei	Osmeridae	Mallotus		yes				NA		0.638	Wt_or_Vol	267		3	emetic	chicks; Table V-10		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA		Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Ammodytidae		Ammodytes hexapterus	yes				NA	Sand lance	0.228	Wt_or_Vol	267		3	emetic	chicks; Table V-10		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA		Animalia	Chordata	Teleostei	Gadiformes		Gadidae		Gadus morhua	yes				NA	Cod	0.007	Wt_or_Vol	267		3	emetic	chicks; Table V-10		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA		Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Trichodontidae		Trichodon trichodon	yes				NA	Pacific Sandfish	0.004	Wt_or_Vol	267		3	emetic	chicks; Table V-10		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA		Animalia	Chordata							no				NA	Other fish	0.04	Wt_or_Vol	267		3	emetic	chicks; Table V-10		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1977	NA	1977	NA		Animalia	Echinodermata	Asteroidea	Forcipulatida		Asteriidae	Evasterias	Evasterias troscheli	yes				NA	Invertebrates	0.076	Wt_or_Vol	267		3	emetic	chicks; Table V-10		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA		Animalia	Chordata	Teleostei	Osmeriformes	Osmeroidei	Osmeridae	Mallotus		yes				NA		0.197	Wt_or_Vol	91		3	emetic	chicks; Table V-10		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA		Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Ammodytidae		Ammodytes hexapterus	yes				NA	Sand lance	0.56	Wt_or_Vol	91		3	emetic	chicks; Table V-10		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA		Animalia	Chordata	Teleostei	Gadiformes		Gadidae		Gadus morhua	yes				NA	Cod	0.011	Wt_or_Vol	91		3	emetic	chicks; Table V-10		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA		Animalia	Chordata	Teleostei	Perciformes	Trachinoidei	Trichodontidae		Trichodon trichodon	yes				NA	Pacific Sandfish	0.143	Wt_or_Vol	91		3	emetic	chicks; Table V-10		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA		Animalia	Chordata							no				NA	Other fish	0.033	Wt_or_Vol	91		3	emetic	chicks; Table V-10		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Glaucous-Winged Gull	Larus glaucescens		Laridae	eBird Clements Checkllist v2019	NA	NA	NA	NA	NA	Alaska	Sitkalidak Strait		NA	1978	NA	1978	NA		Animalia	Echinodermata	Asteroidea	Forcipulatida		Asteriidae	Evasterias	Evasterias troscheli	yes				NA	Invertebrates	0.077	Wt_or_Vol	91		3	emetic	chicks; Table V-10		"Baird, P. A., P. J. Gould, C. J. Lensink, G. A. Sanger, and S. A. Hatch. 1983. The breeding biology and feeding ecology of marine birds in the Gulf of Alaska. U.S. Fish Wildl. Serv., final report, Outer Continental Shelf Environ. Assess. Program, Anchorage, AK. pg 261-267"
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																					138		4	emetic	chicks; Table VI 1-13		
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																					33						
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Sitkalidak Strait			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																					14						
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Chisik Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																					40						
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Middleton Island			1978																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																					9						
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
Black-legged Kittiwake	Rissa tridactyla		Laridae	eBird Clements Checkllist v2019						Alaska	Porpoise Rocks			1977																											
