level	name	condition	replacewith	notes				
Scientific_Name	Enochrus nebulosus	unmatched		Genus = Enochrus & Family = Hydrophilidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Oxytelus fuscipennis	unmatched	Oxytelus laqueatus					
Scientific_Name	Lacon rectangularis	unmatched		Genus = Lacon & Family = Elateridae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Monocrepidius vespertinus	unmatched	Conoderus vespertinus					
Scientific_Name	Aphodius fossor	unmatched	Teuchestes fossor					
Scientific_Name	Ataenius figurator	unmatched	Ataeniopsis figurator					
Scientific_Name	Phaedon prasinella	unmatched	Phaedon prasinellus					
Scientific_Name	Systena taeniata	unmatched	Systena bitaeniata					
Scientific_Name	phyxelis rigidus	wrong rank; too high	Phyxelis rigidus					
Scientific_Name	Sitona californicus	unmatched	Sitona californius					
Scientific_Name	Maemactes cribratus	unmatched		Genus = Maemactes & Family = Curculionidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Chelonus fissus	unmatched		Genus = Chelonus & Family = Braconidae & Order = Hymenoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Collops quadrimaculatus	unmatched		Genus = Collops & Family = Melyridae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Graphops beryllinus	unmatched	Graphops beryllina					
Scientific_Name	Iva axillaris?	unmatched	Iva axillaris					
Scientific_Name	Lolium perenne?	unmatched	Lolium perenne					
Scientific_Name	Poa annua?	unmatched	Poa annua					
Scientific_Name	Acaciella angustissima	unmatched	Acacia angustissima					
Scientific_Name	Erythroneura comes	unmatched		Genus = Erythroneura & Family = Cicadellidae & Order = Hemiptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Aphis maidis	unmatched	Rhopalosiphum maidis					
Scientific_Name	Rhinosimus pallipes	unmatched	Rhinosimus viridiaeneus					
Scientific_Name	Rhamnus californicus	unmatched	Rhamnus californica					
Scientific_Name	Zonotrichia abicollis	unmatched	Zonotrichia albicollis					
Scientific_Name	Microtus epiroticus	unmatched	Microtus levis					
Scientific_Name	Oreothlypis peregrina	unmatched	Leiothlypis peregrina					
Scientific_Name	Gastrophryne olivarea	unmatched	Gastrophryne olivacea					
Scientific_Name	Cnemidophorus sexlineanius	unmatched	Cnemidophorus sexlineatus					
Scientific_Name	Phrynosoma conutum	unmatched	Phrynosoma cornutum					
Scientific_Name	Neotamias amoenus	unmatched	Tamias amoenus					
Scientific_Name	Mustela rixosa	unmatched	Mustela nivalis					
Scientific_Name	Rana slyvatica	unmatched	Lithobates sylvaticus					
Scientific_Name	perdix perdix	wrong rank; too high	Perdix perdix					
Scientific_Name	Columba livia domestica	unmatched	Columba livia	Subspecies = domestica				
Scientific_Name	Sylvilagus auduboni	wrong rank; too high	Sylvilagus audubonii					
Scientific_Name	Citellus beecheyi	unmatched	Otospermophilus beecheyi					
Scientific_Name	Nycteris borealis	unmatched	Lasiurus borealis					
Scientific_Name	Balanosphyra formicivora	unmatched	Melanerpes formicivorus					
Scientific_Name	Junco oreganus	unmatched	Junco hyemalis					
Scientific_Name	Coluber lateralis	unmatched	Masticophis lateralis					
Scientific_Name	Gallus Gallus	wrong rank; too high	Gallus gallus					
Scientific_Name	Nysius ericae	unmatched		Genus = Nysius & Family = Lygaeidae & Order = Hemiptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Pimpla marginata	unmatched		Genus = Pimpla & Family = Ichneumonidae & Order = Hymenoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Cychrus lecontei	unmatched		Genus = Cychrus & Family = Carabidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Cychrus obliquus	unmatched		Genus = Cychrus & Family = Carabidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Dyschirius basalis	unmatched	Dyschirius dejeanii					
Scientific_Name	Podabrus aterrimus	unmatched		Genus = Podabrus & Family = Cantharidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Pterostichus morio	wrong rank; too high	Pterostichus morionides					
Scientific_Name	Evarthrus sodalis	unmatched	Cyclotrachelus sodalis					
Scientific_Name	Platynus limbatus	unmatched	Agonum limbatum					
Scientific_Name	Platynus aeneolus	unmatched	Anchomenus aeneolus					
Scientific_Name	Agonoderus lineola	unmatched	Stenolophus lineola					
Scientific_Name	Cnemidotus callosus	unmatched	Peltodytes callosus					
Scientific_Name	Hydrocharis obtusatus	unmatched		Genus = Hydrocharis & Family = Hydrocharitaceae & Order = Alismatales & Class = Magnoliopsida & Phylum = Tracheophyta & Kingdom = Plantae & Unidentified = no				
Scientific_Name	Silpha lapponica	unmatched	Thanatophilus lapponicus					
Scientific_Name	Silpha ramosa	wrong rank; too high	Heterosilpha ramosa					
Scientific_Name	Staphylinus vulpinus	unmatched		Genus = Staphylinus & Family = Staphylinidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Philonthus fusiformis	unmatched		Genus = Philonthus & Family = Staphylinidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Philonthus occidentalis	unmatched		Genus = Philonthus & Family = Staphylinidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Leptacinus grandiceps	unmatched		Genus = Leptacinus & Family = Staphylinidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Coccinella 9-notata	unmatched	Coccinella novemnotata					
Scientific_Name	Chilocorus bivulnerus	unmatched		Genus = Chilochorus & Family = Coccinellidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Hister sellatus	unmatched	Spilodiscus sellatus					
Scientific_Name	Hister harrisi	unmatched	Margarinotus harrisii					
Scientific_Name	Hister immunis	unmatched	Margarinotus immunis					
Scientific_Name	Hister 16-striatus	unmatched	Atholus sedecimstriatus					
Scientific_Name	Hister 17-striatus	unmatched	Atholus sedecimstriatus					
Scientific_Name	Ips fasciatus	unmatched		keep as is				
Scientific_Name	Cytilus sericeus	unmatched		Genus = Cytilus & Family = Byrrhidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Byrrhus murinus	unmatched		Genus = Byrrhus & Family = Byrrhidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Monocrepidius auritus	unmatched	Conoderus auritus	Genus = Conoderus & Family = Elateridae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Monocrepidius bellus	unmatched	Conoderus bellus	Genus = Conoderus & Family = Elateridae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Drasterius livens	unmatched		Genus = Drasterius & Family = Elateridae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Dalopius marginatus	unmatched		Genus = Dalopius & Family = Elateridae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Melanotus cribricollis	unmatched		Genus = Melanotus & Family = Elateridae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Corymbites cylidricollis	unmatched		Genus = Ctenicera & Family = Elateridae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Telephorus bilineatus	unmatched	Atalantycha bilineata					
Scientific_Name	Copris minuta	unmatched	Copris minutus					
Scientific_Name	Aphodius fimentarius	unmatched	Aphodius fimetarius					
Scientific_Name	Aphodius ruricola	unmatched	Oscarinus rusicola					
Scientific_Name	Aphodius serval	unmatched	Pardalosus serval					
Scientific_Name	Aphodius pardalis	unmatched	Pardalosus pardalis					
Scientific_Name	Aphodius anthracinus	unmatched	Agoliinus anthracus					
Scientific_Name	Aphodius robustus	unmatched	Ataenius robustus					
Scientific_Name	Aphodius alternatus	unmatched	Liothorax alternatus					
Scientific_Name	Bolboceras farctus	unmatched		Genus = Odonteus & Family = Bolboceratidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Odontaeus filicornis	unmatched	Odonteus filicornis					
Scientific_Name	Lachnosterna tristis	unmatched	Phyllophaga tristis					
Scientific_Name	Chlamys plicata	unmatched		Genus = Neochlamisus & Family = Chrysomelidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Pachybrachys hepatica	unmatched	Pachybrachis hepaticus					
Scientific_Name	Typophorus canellus	unmatched	Paria aterrima					
Scientific_Name	Graphops nebulosus	unmatched	Graphops nebulosa					
Scientific_Name	Leptinotarsa 10-lineata	unmatched	Leptinotarsa decemlineata					
Scientific_Name	Calligrapha similis	unmatched		Genus = Calligrapha & Family = Chrysomelidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Plagiodera viridis	unmatched		Genus = Plagiodera & Family = Chrysomelidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Galerucella americana	unmatched		Genus = Galerucella & Family = Chrysomelidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Diabrotica vittata	unmatched		Genus = Diabrotica & Family = Chrysomelidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Oedionychis interjectionis	unmatched	Kuschelina laeta					
Scientific_Name	Disonycha crenicollis	unmatched		Genus = Disonycha & Family = Chrysomelidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Haltica fuscoaenea	unmatched	Altica fuscoaenea					
Scientific_Name	Haltica tombacina	unmatched	Altica tombacina					
Scientific_Name	Cassida bivittata	unmatched		Genus = Cassida & Family = Chrysomelidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Epitragus canaliculatus	unmatched		Genus = Bothrotes & Family = Tenebrionidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Blapstinus abbreviatus	unmatched		Genus = Blapstinus & Family = Tenebrionidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Blapstinus pratensis	unmatched		Genus = Blapstinus & Family = Tenebrionidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Notoxus hepaticus	unmatched		Genus = Notoxus & Family = Anthicidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Amnesia sordida	unmatched	Lepesoma sordida					
Scientific_Name	Mylacus soccatus	unmatched	Omias saccatus					
Scientific_Name	Geoderces melanothrix	unmatched	Geoderces horni					
Scientific_Name	Sitones lineellus	unmatched	Sitona lineellus					
Scientific_Name	Sitones californicus	unmatched	Sitona californius					
Scientific_Name	Sitones flavescens	unmatched	Sitona lepidus					
Scientific_Name	Sitones hispidulus	unmatched	Sitona hispidulus					
Scientific_Name	Sitones binellus	unmatched		Genus = Sitona & Family = Curculionidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Phytonomus punctatus	unmatched	Hypera punctata					
Scientific_Name	Phytonomus nigrirostris	unmatched	Hypera nigrirostris					
Scientific_Name	Cleonus 4-lineatus	unmatched	Cleonidius quadrilineatus					
Scientific_Name	Tyloderma angustatum	unmatched	Tyloderma angustulum					
Scientific_Name	Bibio albipennis	unmatched	Bibio nigritus					
Scientific_Name	Mamestra subjuncta	unmatched	Lacanobia subjuncta					
Scientific_Name	Heliophila unipuncta	unmatched	Mythimna unipuncta					
Scientific_Name	Carpocapsa pomonella	unmatched		Genus = Cydia & Family = Tortricidae & Order = Lepidoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Tibicen septendecim	unmatched	Magicicada septendecim					
Scientific_Name	Draeculacephala reticulata	unmatched		Genus = Draeculacephala & Family = Cicadellidae & Order = Hemiptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Corizus nigristernum	unmatched	Arhyssus nigristernum					
Scientific_Name	Tettigidea lateralis polymorpha	unmatched	Tettigidea lateralis					
Scientific_Name	Helix mobileana	unmatched		Genus = Helix & Family = Helicidae & Order = Stylommatophora & Class = Gastropoda & Phylum = Mollusca & Kingdom = Animalia & Unidentified = no				
Scientific_Name	Melampus bidentata	unmatched	Melampus bidentatus					
Scientific_Name	Sabal serrulata	unmatched	Serenoa repens					
Scientific_Name	Juniperus monospermum	unmatched	Juniperus monosperma					
Scientific_Name	Myrica carolinensis	unmatched	Morella caroliniensis					
Scientific_Name	Benzoin benzoin	unmatched	Lindera benzoin					
Scientific_Name	Pyrus americana	unmatched	Sorbus americana					
Scientific_Name	Crataegus oxycantha	unmatched	Crataegus monogyna					
Scientific_Name	Prunus pennsylvanica	unmatched	Prunus pensylvanica					
Scientific_Name	Melia azederach	unmatched	Melia azedarach					
Scientific_Name	Evonymus americana	unmatched	Euonymus americanus					
Scientific_Name	Celastrus scandenus	unmatched	Celastrus scandens					
Scientific_Name	Berchemia volubilis	unmatched	Berchemia scandens					
Scientific_Name	Vitis labrusea	unmatched	Vitis labrusca					
Scientific_Name	Cornus alterniflora	unmatched	Cornus alternifolia					
Scientific_Name	Diospyros viginiana	unmatched	Diospyros virginiana					
Scientific_Name	Ribes satirum	unmatched	Ribes rubrum					
Scientific_Name	prunus pennsylvanicus	unmatched	Prunus pensylvanica					
Scientific_Name	Cicindela graminea	unmatched	Cicindela purpurea					
Scientific_Name	Dyschirius aeneus	unmatched	Dyschirius aeneolus					
Scientific_Name	Bembidium maculatum	unmatched		Genus = Bembidion & Family = Carabidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Amara elongata	unmatched	Amara hyperborea					
Scientific_Name	Amara basilaris	unmatched	Amara basillaris					
Scientific_Name	Platynus punctiformis	unmatched	Agonum punctiforme					
Scientific_Name	Harpalus viridiaenus	unmatched	Harpalus affinis					
Scientific_Name	Harpalus pennylvanicus	unmatched	Harpalus pensylvanicus					
Scientific_Name	Anisodactylus?rusticus	unmatched	Anisodactylus rusticus					
Scientific_Name	Scaphisoma punctulata	unmatched		Genus = Scaphisoma & Family = Staphylinidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Anatis 15-punctulata	unmatched		Genus = Anatis & Family = Coccinellidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Saprinus fraternus	unmatched	Saprinus fraterculus					
Scientific_Name	Corymbites cylidriformis	unmatched		Genus = Ctenicera & Family = Elateridae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Limonius griseus	unmatched		Genus = Limonius & Family = Elateridae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia 				
Scientific_Name	Aphodius granarius	unmatched	Calamosternus granarius					
Scientific_Name	Geotrupes splendidus	unmatched	Geotrupes blackburnii					
Scientific_Name	Anomala varians	unmatched	Anomala undulata					
Scientific_Name	Ligyrus gibbosus	unmatched	Tomarus gibbosus					
Scientific_Name	Tetraopes tetraophthlamus	unmatched	Tetraopes tetrophthalmus					
Scientific_Name	Colaspis brunnea flavida	unmatched	Colaspis brunnea					
Scientific_Name	Haltica chalybea	unmatched	Altica chalybea					
Scientific_Name	Spermophagus robiniae	unmatched	Amblycerus robiniae					
Scientific_Name	Tribolium ferrugineum	unmatched	Tribolium castaneum					
Scientific_Name	Crymodes discicollis	unmatched	Lecontia discicollis					
Scientific_Name	Tanymecus lancaena	unmatched	Tanymecus lacaena					
Scientific_Name	Macrops vitticollis	unmatched	Listronotus vitticollis					
Scientific_Name	Balaninus caryatrypes	unmatched	Curculio proboscideus					
Scientific_Name	Balaninus nasicus	unmatched	Curculio nasicus					
Scientific_Name	Rhodobaenus 13-punctatus	unmatched	Rhodobaenus tredecimpunctatus					
Scientific_Name	Gonia capitata	unmatched		Genus = Gonia & Family = Tachinidae & Order = Diptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia 				
Scientific_Name	Hyperchiria io	unmatched		Genus = Hyperchiria & Family = Saturniidae & Order = Lepidoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia 				
Scientific_Name	Spilosoma virginiea	unmatched	Spilosoma virginica					
Scientific_Name	Nephelodes violans	unmatched	Nephelodes minians					
Scientific_Name	Cydnus communis	unmatched		Genus = Cydnus & Family = Cydnidae & Order = Hemiptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia 				
Scientific_Name	Apateticus maculiventris	unmatched	Podisus maculiventris					
Scientific_Name	Corixa burmeisteri	unmatched		Genus = Corixa & Family = Corixidae & Order = Hemiptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia 				
Scientific_Name	Hippiscus tuberculatus	unmatched	Pardalophora apiculata					
Scientific_Name	Melanoplus fermus-rubrum	unmatched	Melanoplus femurrubrum					
Scientific_Name	Melanoplus atlanis	unmatched	Melanoplus sanguinipes					
Scientific_Name	Udeopsylla nigra	unmatched	Udeopsylla robusta					
Scientific_Name	Miogryllus saussurci	unmatched	Miogryllus verticalis					
Scientific_Name	Triticum vulgaris	unmatched	Triticum aestivum					
Scientific_Name	Smilax rotundiflora	unmatched	Smilax rotundifolia					
Scientific_Name	Evonymus americanus	unmatched	Euonymus americanus					
Scientific_Name	Trichalophus alternatus?	unmatched	Trichalophus alternatus					
Scientific_Name	Dichelonycha elongata	unmatched	Dichelonyx elongatula					
Scientific_Name	Psyllobora taedata	unmatched	Psyllobora vigintimaculata					
Scientific_Name	Monachus saponatus	unmatched	Lexiphanes saponatus					
Scientific_Name	Glyptoscelis albidus	unmatched	Glyptoscelis albida					
Scientific_Name	Pachybrachys abdominalis	unmatched	Pachybrachis abdominalis					
Scientific_Name	Corymbites triundulatus	unmatched		Genus = Ctenicera & Family = Elateridae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Trirhabda tomentosa	unmatched	Trirhabda bacharidis					
Scientific_Name	Chauliognathus marginatum	unmatched	Chauliognathus marginatus					
Scientific_Name	Telephorus fraxini	unmatched		Genus = Cantharis & Family = Cantharidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Telephorus flavipes	unmatched		Genus = Cantharis & Family = Cantharidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Bruchus prosopis	unmatched	Algarobius prosopis					
Scientific_Name	Dircaea liturata	unmatched		Genus = Dircaea & Family = Melandryidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Pyrota schwarzii	unmatched		Genus = Pyrota & Family = Meloidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Coleocerus marmoratus	unmatched	Colecerus marmoratus					
Scientific_Name	Sitones fiavescens	unmatched	Sitona lepidus					
Scientific_Name	Disonycha melicollis	unmatched		Genus = Disonycha & Family = Chrysomelidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Microrhopala dimidiata	unmatched	Pentispa melanura					
Scientific_Name	Dectes spinosus	unmatched	Dectes sayi					
Scientific_Name	Brachys ovata	unmatched	Brachys ovatus					
Scientific_Name	Tettigonia atropunctata	unmatched		Genus = Graphocephala & Family = Cicadellidae & Order = Hemiptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Juniperus virginana	unmatched	Juniperus virginiana					
Scientific_Name	Saprinus obscurus	wrong rank; too high	Geomysaprinus obscurus					
Scientific_Name	Notoxus alamedea	unmatched	Notoxus lustrellus					
Scientific_Name	Aphodius ungulatus	unmatched						
Scientific_Name	Philonthus pubes	unmatched		Genus = Philonthus & Family = Staphylinidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Amphicoma ursina	unmatched	Lichnanthe ursina					
Scientific_Name	Triaena longula	unmatched	Amara longula					
Scientific_Name	Heterocerus tristis	unmatched	Lapsus tristis					
Scientific_Name	Blapstinus pulverulentus	unmatched		Genus = Blapstinus & Family = Tenebrionidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Sambucus glauea	unmatched	Sambucus nigra					
Scientific_Name	Cornus pubescens	unmatched	Cornus sericea					
Scientific_Name	Choristoneura fumifera	wrong rank; too high	Archips fumiferana					
Scientific_Name	Cicindela purpurca	unmatched	Cicindela purpurea					
Scientific_Name	Cicindela vulgaris	unmatched	Cicindela tranquebarica					
Scientific_Name	Cicindela 12-guttata	unmatched	Cicindela duodecimguttata					
Scientific_Name	Pterostichus sayi	unmatched	Pterostichus sayanus					
Scientific_Name	Amara bipunctata	unmatched		Genus = Amara & Family = Carabidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Agonoderus lincola	unmatched	Stenolophus lineola					
Scientific_Name	Harpalus pennsylvanicus	unmatched	Harpalus pensylvanicus					
Scientific_Name	Necrophorus guttata	unmatched	Nicrophorus guttula					
Scientific_Name	Staphylinus cinnamopterus	unmatched		Genus = Platydracus & Family = Staphylinidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Coccinella sanguinea var. munda	unmatched	Cycloneda sanguinea					
Scientific_Name	Anatis ocellata	unmatched		Genus = Anatis & Family = Coccinellidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Hister caenosus	unmatched	Hister coenosus					
Scientific_Name	Saprinus assimilis	unmatched	Euspilotus assimilis					
Scientific_Name	Limonius auripilis	unmatched		Genus = Limonius & Family = Elateridae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Corymbites hicroglyphicus	unmatched						
Scientific_Name	Phengodes fusiceps	unmatched	Phengodes fusciceps					
Scientific_Name	Telephorus carolinus	unmatched	Podabrus modestus					
Scientific_Name	Telephorus rotundicollis	unmatched	Ancistronycha erichsonii					
Scientific_Name	Amphicerus punctipennis	unmatched	Amphicerus cornutus					
Scientific_Name	Canthon Iaevis	unmatched	Canthon imitator					
Scientific_Name	Euphoria melancholica	unmatched		Genus = Euphoria & Family = Scarabaeidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Cremastochilus knochii	unmatched	Cremastocheilus knochii					
Scientific_Name	Cremastochilus castaneae	unmatched	Cremastocheilus castaneae					
Scientific_Name	Anthophilax malachiticus	unmatched	Anthophylax cyaneus					
Scientific_Name	Typocerus zehratus	unmatched	Typocerus zebra					
Scientific_Name	Leptura cordifera	unmatched	Judolia cordifera					
Scientific_Name	Monohammus scutellatus	unmatched	Monochamus scutellatus					
Scientific_Name	Typophorus viridicyanca	unmatched	Typophorus nigritus					
Scientific_Name	Chelymorpha argus	unmatched	Chelymorpha cassidea					
Scientific_Name	Epitragus acutus	unmatched		Genus = Bothrotes & Family = Tenebrionidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Opatrinus aciculatus	unmatched	Ataenius opatrinus					
Scientific_Name	Nemognatha cribricollis	unmatched	Zonitis cribricollis					
Scientific_Name	Macrobasis unicolor	unmatched	Epicauta murina					
Scientific_Name	Epicauta trichrus	unmatched	Epicauta atrata					
Scientific_Name	Rhodobaenus I3-punctatus	unmatched	Rhodobaenus tredecimpunctatus					
Scientific_Name	Lachnosterna congrua	unmatched	Phyllophaga congrua					
Scientific_Name	Dichelonycha subvittata	unmatched	Dichelonyx subvittata					
Scientific_Name	Lachnosterna fusca	unmatched	Phyllophaga fusca					
Scientific_Name	Aphodius rubeolus	unmatched	Alloblackburneus rubeolus					
Scientific_Name	Chrysomela pulchra	unmatched		Genus = Chrysomela & Family = Chrysomelidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Chrysomela elegans	unmatched		Genus = Chrysomela & Family = Chrysomelidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Lina trilineata	wrong rank; too high		Genus = Chrysomela & Family = Chrysomelidae & Order = Coleoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Tibicen cruentufera	unmatched	Okanagana cruentifera					
Scientific_Name	Podisus spinosis	unmatched	Podisus maculiventris					
Scientific_Name	Euschistus fissilis	unmatched	Euschistus servus					
Scientific_Name	Aphaenogaster fulca	unmatched	Aphaenogaster fulva					
Scientific_Name	Solenopsis debilis	unmatched	Solenopsis molesta					
Scientific_Name	Aphaenogaster tennesseense	unmatched	Aphaenogaster tennesseensis					
Scientific_Name	Vespa maculata	unmatched	Dolichovespula maculata					
Scientific_Name	Tiphia tarda	unmatched		Genus = Tiphia & Family = Tiphiidae & Order = Hymenoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Myzine 6-cincta	unmatched		Genus = Myzinum & Family = Thynnidae & Order = Hymenoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Camponotus esuriens	unmatched	Camponotus atriceps					
Scientific_Name	Formica fuscu	unmatched	Formica fusca					
Scientific_Name	Ichneumon laetus	unmatched		Genus = Ichneumon & Family = Ichneumonidae & Order = Hymenoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Cryptus americanus	unmatched		Genus = Cryptus & Family = Ichneumonidae & Order = Hymenoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Paniscus geminatus	unmatched		Genus = Netelia & Family = Ichneumonidae & Order = Hymenoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Coelioxys 8-dentata	unmatched	Coelioxys octodentata					
Scientific_Name	Vespa germanica	unmatched	Paravespula germanica					
Scientific_Name	Ophion bilineatum	unmatched		Genus = Ophion & Family = Ichneumonidae & Order = Hymenoptera & Class = Insecta & Phylum = Arthropoda & Kingdom = Animalia				
Scientific_Name	Nemobius vittatus	unmatched	Eunemobius carolinus					
